,id,date,title,likes
0,DONA 도나,2020-03-10,뿌링클 치킨 치즈볼 먹방 Fried Chicken ASMR MUKBANG DONA 도나  ❤️❤️❤️❤️❤️ amo Slow down ❤💖💜💕 나는 U 너무 많은 도나 사랑!!! 맛있게다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ Ima eat for days cause im sick as hell yummy انا لو كان عرب احسن 맛있갰다더ㅓ다ㅏ ㅠㅠㅠㅠㅠ Wow eat slowly you gonna chock ❤️👍💖 😂😃 대구네ㅋㅋㅋㅋㅋㅋㅋㅋ Dona your mom and dad where bagidong      baksonya      sama   ayamnya           hehe😇💖 헐 뿌링클 진짜  맜있겠당~  한번 보면  굼침이 도다  거기에  치즈볼까지  완전  맜이  없을수가  없을정도로  게속  군침도다  치즈볼  뿌링클  환상에  조합👍👍👍⭐⭐⭐  너무 맜있겠다  5만원  있어도  돈을  모으고싶은데  하~   돈을  쓰면  그동안 모은게  후외 되는데 ㅠㅠ나도   먹고싶은 뿌링클  치즈볼 ㅠㅠ 도나님 도나 구독자수 욜라 많은대 일반집이내용;;ㅠㅠ 맛있겠다 ㅠㅠㅠㅠ 침고인다... She frikin just eat a whole chicken in like just2 seconds! 침이저절로 나온더 꿀꺽  ❤️❤️❤️❤️❤️ amo Slow down ❤💖💜💕 나는 U 너무 많은 도나 사랑!!! 맛있게다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ Ima eat for days cause im sick as hell yummy انا لو كان عرب احسن 맛있갰다더ㅓ다ㅏ ㅠㅠㅠㅠㅠ Wow eat slowly you gonna chock ❤️👍💖 😂😃 대구네ㅋㅋㅋㅋㅋㅋㅋㅋ Dona your mom and dad where bagidong      baksonya      sama   ayamnya           hehe😇💖 헐 뿌링클 진짜  맜있겠당~  한번 보면  굼침이 도다  거기에  치즈볼까지  완전  맜이  없을수가  없을정도로  게속  군침도다  치즈볼  뿌링클  환상에  조합👍👍👍⭐⭐⭐  너무 맜있겠다  5만원  있어도  돈을  모으고싶은데  하~   돈을  쓰면  그동안 모은게  후외 되는데 ㅠㅠ나도   먹고싶은 뿌링클  치즈볼 ㅠㅠ 도나님 도나 구독자수 욜라 많은대 일반집이내용;;ㅠㅠ 맛있겠다 ㅠㅠㅠㅠ 침고인다... She frikin just eat a whole chicken in like just2 seconds! 침이저절로 나온더 꿀꺽,69667
1,[상윤쓰]Sangyoon,2019-12-16,"SUB)불닭볶음면 뿌링치즈볼 뿌링핫도그 리얼사운드 먹방ASMR🔥🌝CHEESE BALL & SPICY NOODLES MUKBANG 辛い麺 mì cay mie pedas  나트륨 폭팔 조합ㅋㅋㅋㅋ 엽떡이랑 먹어두 나트륨 지대로예옄ㅋㅋㅋㅋㅋㅜㅜ
근데 음식은 또 짠게 맛있다는거ㅋㅋㅋㅋㅋ! 맛없으면 맛없다고 말하고 라면 끓려오는 유튜버는 오빠밖에 엄써ㅜㅜㅜ솔직해서 완전 호감형 이었다구 ㅠㅠ우리 엄마랑 이모도 오빠 조아해써...돌아와줘ㅠㅠ😭😭😭😭😭😭😭 난 오빠 좋아하지않아;; 4:37 아니ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ ‘여러분 밖에서 싸우나봐요’ 하고 아무렇지 않게 먹는데 갑자기 촛불 꽂혀 있어서 개터졌네ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ 0:54 그러면 블락보끔면 혼내줄게여! 잘려고 지나가다 보이는 asmr 틀었는데 여기 그런 쪽은 아닌가봐요 잠이 확 깨요 다시 와주시면 안되나요.... 아 진짜 상윤쓰님 하는 짓이 제가 친구들 만나면 하는 짓 같아서 개웃겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오빠 웃긴장면 재미있는걸 보여주는사람이 오빠 밖에 없어
오빠말고 어떻게 다른사람을 찾아ㅜ 오빠가
내 리얼 최애야ㅜㅜ 제발.. 제발... 돌아와ㅜ
오빠말고 볼 asmr 유튜버가 없어.. 그니까 돌아와 오빠 반성은 이만하면 됐어 어서 돌아와 오빠 제발 돌아와 오빠 돌아와 오빠야 ㅇ돌아와 0:46 금방이라도 울 것 같아요.. ㅋㅋㄱㅋ 상윤쓰 안 돌아와도 되니까 건강해요 꼭 혹시나 아프면 병원 꼬박꼬박 다녀오고 정신적으로 힘들면 상담도 다녀요 그동안 댓도 잘 안 달고 했는데 팬 마음으로 걱정이 돼요 응원해요 ㅎ....... 졸다가 거의 반쯤 잔 상태에서 영상이 넘어갔는지 이 영상으로 왔는데 쩌에옄 할때 눈이 확 떠졌어... 잠이 안와.. 8:13 아니 그와중에 한입 먹혀 있엌ㅋㅋㅋㅋㅋ 아니...진짜 영상 볼때마다 왜저렇게 젓가락을 긴걸 쓰시는 거예요ㅋㅋㅋㅋㅋㅋㅋ 손 씻은거 안믿을까봐 한번더 씻고오는거 나만 개웃김?ㅋㄹㅋㄹㄹㄹㄹㄹㅋㄹㅋㄹㅋㄹㅋㄹ 상윤쓰 빨리 쩌에욝!!!! 하면서 돌아와주라... 4:20 눈은 엄총아련한뎈 입은 겁나 바쁨ㅋㅋㅋㅋㅋ 항상 마지막 인사를 한 적이 없어서 마무리를 못하는 게 너무 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 4:28 자막이랑 같이봐요 꼭 .. 다시봐도 너무 웃기잖아ㅋㅋㅋㅋㅋㅋㅋ핫도그에 초는 뭐야 ㅋㅋㅋㅋㅋㅋ하 최고  나트륨 폭팔 조합ㅋㅋㅋㅋ 엽떡이랑 먹어두 나트륨 지대로예옄ㅋㅋㅋㅋㅋㅜㅜ
근데 음식은 또 짠게 맛있다는거ㅋㅋㅋㅋㅋ! 맛없으면 맛없다고 말하고 라면 끓려오는 유튜버는 오빠밖에 엄써ㅜㅜㅜ솔직해서 완전 호감형 이었다구 ㅠㅠ우리 엄마랑 이모도 오빠 조아해써...돌아와줘ㅠㅠ😭😭😭😭😭😭😭 난 오빠 좋아하지않아;; 4:37 아니ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ ‘여러분 밖에서 싸우나봐요’ 하고 아무렇지 않게 먹는데 갑자기 촛불 꽂혀 있어서 개터졌네ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ 0:54 그러면 블락보끔면 혼내줄게여! 잘려고 지나가다 보이는 asmr 틀었는데 여기 그런 쪽은 아닌가봐요 잠이 확 깨요 다시 와주시면 안되나요.... 아 진짜 상윤쓰님 하는 짓이 제가 친구들 만나면 하는 짓 같아서 개웃겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오빠 웃긴장면 재미있는걸 보여주는사람이 오빠 밖에 없어
오빠말고 어떻게 다른사람을 찾아ㅜ 오빠가
내 리얼 최애야ㅜㅜ 제발.. 제발... 돌아와ㅜ
오빠말고 볼 asmr 유튜버가 없어.. 그니까 돌아와 오빠 반성은 이만하면 됐어 어서 돌아와 오빠 제발 돌아와 오빠 돌아와 오빠야 ㅇ돌아와 0:46 금방이라도 울 것 같아요.. ㅋㅋㄱㅋ 상윤쓰 안 돌아와도 되니까 건강해요 꼭 혹시나 아프면 병원 꼬박꼬박 다녀오고 정신적으로 힘들면 상담도 다녀요 그동안 댓도 잘 안 달고 했는데 팬 마음으로 걱정이 돼요 응원해요 ㅎ....... 졸다가 거의 반쯤 잔 상태에서 영상이 넘어갔는지 이 영상으로 왔는데 쩌에옄 할때 눈이 확 떠졌어... 잠이 안와.. 8:13 아니 그와중에 한입 먹혀 있엌ㅋㅋㅋㅋㅋ 아니...진짜 영상 볼때마다 왜저렇게 젓가락을 긴걸 쓰시는 거예요ㅋㅋㅋㅋㅋㅋㅋ 손 씻은거 안믿을까봐 한번더 씻고오는거 나만 개웃김?ㅋㄹㅋㄹㄹㄹㄹㄹㅋㄹㅋㄹㅋㄹㅋㄹ 상윤쓰 빨리 쩌에욝!!!! 하면서 돌아와주라... 4:20 눈은 엄총아련한뎈 입은 겁나 바쁨ㅋㅋㅋㅋㅋ 항상 마지막 인사를 한 적이 없어서 마무리를 못하는 게 너무 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 4:28 자막이랑 같이봐요 꼭 .. 다시봐도 너무 웃기잖아ㅋㅋㅋㅋㅋㅋㅋ핫도그에 초는 뭐야 ㅋㅋㅋㅋㅋㅋ하 최고",54457
2,MINEE EATS,2019-12-30,"ASMR 홈메이드 치즈볼 먹방 | 아기 성별공개❤️  For a second I thought she was revealing her own gender and I was like wait what how I thought she was revealing her gender 😭 I was so confused 7:23 여기 자막 웰케 웃기짘ㅎㅋㅎㅋㅎㅎㅋㅎㅋ 꿀맛 짱맛 탱구리가 야미 하나로 표현된 겤ㅎㅋㅎㅎㅋ i think the baby's name should be Ji- Hoon, and the american name should be Noah 소리가 엄청 좋아서 매일 들으러 옵니다ㅠㅠㅠㅠㅠ 레전드라구요 Am I the only one who didn’t know she was pregnant? 
Edit: thanks for all of the likes I usually don’t get these much likes❤️❤️ “He’s expected to be born in June 2020”
STARTS SCREAMING 霞 - 노을 하
峻 - 높을 준
하준 높은 노을 이라는 뜻 입니다. Bruh the amount of people thinking she was going to reveal her own gender is alarming 이직도 보시는 분들 계실려나요ㅠㅠㅠ 이거 진짜 짱이에요❤ Okay everyone in the comments talkin about the gender reveal but im just here wondering why the cheese balls were popping when she took a bite 와 진짜 먹어보고 싶다 시중에 파는 거보다 너무 맛있게 생겼어요 ㅜㅜㅜ The child: mom, why did you name me cheese balls?
Mom:... 4:00 is when she finds out “He is expected to be born in June 2020” 

screams in corona gender reveal
Pretty sure ur a girl
realizes she’s pregnant
OH SHI- Not trying to be rude but: am I the only one who hasn’t joined Minee stars yet?
 Joined reply
Not joined like 베어무는 소리 모음

1:26 (추천)
1:48 (추천) Cheddar cheese ball 체다 치즈볼
1:27 1:27 1:27 1:27 
1:27 1:27 1:27 1:27 OMG! JHGEHDVJGHGDJHJ
IT'S A BOY, JHDGJHDJDHJHDVJH
CONGRATS! I'M SO HAPPY FOR YOU MAMA MINEE!!!
HHHHHHH  For a second I thought she was revealing her own gender and I was like wait what how I thought she was revealing her gender 😭 I was so confused 7:23 여기 자막 웰케 웃기짘ㅎㅋㅎㅋㅎㅎㅋㅎㅋ 꿀맛 짱맛 탱구리가 야미 하나로 표현된 겤ㅎㅋㅎㅎㅋ i think the baby's name should be Ji- Hoon, and the american name should be Noah 소리가 엄청 좋아서 매일 들으러 옵니다ㅠㅠㅠㅠㅠ 레전드라구요 Am I the only one who didn’t know she was pregnant? 
Edit: thanks for all of the likes I usually don’t get these much likes❤️❤️ “He’s expected to be born in June 2020”
STARTS SCREAMING 霞 - 노을 하
峻 - 높을 준
하준 높은 노을 이라는 뜻 입니다. Bruh the amount of people thinking she was going to reveal her own gender is alarming 이직도 보시는 분들 계실려나요ㅠㅠㅠ 이거 진짜 짱이에요❤ Okay everyone in the comments talkin about the gender reveal but im just here wondering why the cheese balls were popping when she took a bite 와 진짜 먹어보고 싶다 시중에 파는 거보다 너무 맛있게 생겼어요 ㅜㅜㅜ The child: mom, why did you name me cheese balls?
Mom:... 4:00 is when she finds out “He is expected to be born in June 2020” 

screams in corona gender reveal
Pretty sure ur a girl
realizes she’s pregnant
OH SHI- Not trying to be rude but: am I the only one who hasn’t joined Minee stars yet?
 Joined reply
Not joined like 베어무는 소리 모음

1:26 (추천)
1:48 (추천) Cheddar cheese ball 체다 치즈볼
1:27 1:27 1:27 1:27 
1:27 1:27 1:27 1:27 OMG! JHGEHDVJGHGDJHJ
IT'S A BOY, JHDGJHDJDHJHDVJH
CONGRATS! I'M SO HAPPY FOR YOU MAMA MINEE!!!
HHHHHHH",52289
3,교광TV,2020-03-30,"뿌링 치즈볼 먹방ASMR MUKBANG FRIED CHEESE BALLS チーズボール phô mai viên bola keju ลูกชีส eating sounds  一度でいい… 田舎民にとってぬるっと新大久保行ける訳ではないから、チーズハットグとかチーズボールとコンビニに売ってほしい絶対売れる 치즈볼 한입에 먹는게 너무 좋다 한국인들이 안보여 ㅠㅠ 한국인 모여ㅠㅠㅠㅠ ダイエット中なんだけどこの人の動画を見るのが日課なのよね😂 一回で良いからこのくらいを気にせずにバクバク食べたいって人挙手
↓
↓
↓ normal person: i'm hungry, goes to eat food
me: i'm hungry, goes and watches people eat which just makes me hungrier 진짜 치즈볼 처음 먹었을때 생각난다
진짜 한입물고 충격먹었는데
아 또 먹고싶다 MELHOR PESSOA PRA FAZER ASMR 🇧🇷🇧🇷🇧🇷 食べてるのを聴きながら字幕で最近の話や思っていること言っててなんか楽しいw Wishing you a happy birthday filled with the love, passion & success you deserve.. Happy belated birthday Kyo Wang Oppa... 난 이분보는 이유가 깨끗하고 시원하게 먹는모습이 좋음 자막 켜서 보고있으면 스킵 안해도 영상 끝까지 보고있음ㅋㅋ 자막 너무 귀엽다 진짜 チーズボール食べたことないから一度は食べてみたいなぁ🥰🥰 今日はずっと横にゆらゆら嬉しそうに揺れてて可愛かった！！！！ 0:29 プリンプリンソースの言い方可愛くて何回か巻き戻ししちゃった( ˊᵕˋ )

チーズボールにソースつけて食べる時の｢サクジュワ〜〜｣っていう音が最高です👏🏻👏🏻 見るたびハムスター感が増していく…🥺 You eat faster than other channel,that's the reason i like your channel 死ぬまでに1回はBHCのプリンクルチキンとチーズボール食べてみたい。 Cheese is a real paradise and I'm hungry.🧀🤤  一度でいい… 田舎民にとってぬるっと新大久保行ける訳ではないから、チーズハットグとかチーズボールとコンビニに売ってほしい絶対売れる 치즈볼 한입에 먹는게 너무 좋다 한국인들이 안보여 ㅠㅠ 한국인 모여ㅠㅠㅠㅠ ダイエット中なんだけどこの人の動画を見るのが日課なのよね😂 一回で良いからこのくらいを気にせずにバクバク食べたいって人挙手
↓
↓
↓ normal person: i'm hungry, goes to eat food
me: i'm hungry, goes and watches people eat which just makes me hungrier 진짜 치즈볼 처음 먹었을때 생각난다
진짜 한입물고 충격먹었는데
아 또 먹고싶다 MELHOR PESSOA PRA FAZER ASMR 🇧🇷🇧🇷🇧🇷 食べてるのを聴きながら字幕で最近の話や思っていること言っててなんか楽しいw Wishing you a happy birthday filled with the love, passion & success you deserve.. Happy belated birthday Kyo Wang Oppa... 난 이분보는 이유가 깨끗하고 시원하게 먹는모습이 좋음 자막 켜서 보고있으면 스킵 안해도 영상 끝까지 보고있음ㅋㅋ 자막 너무 귀엽다 진짜 チーズボール食べたことないから一度は食べてみたいなぁ🥰🥰 今日はずっと横にゆらゆら嬉しそうに揺れてて可愛かった！！！！ 0:29 プリンプリンソースの言い方可愛くて何回か巻き戻ししちゃった( ˊᵕˋ )

チーズボールにソースつけて食べる時の｢サクジュワ〜〜｣っていう音が最高です👏🏻👏🏻 見るたびハムスター感が増していく…🥺 You eat faster than other channel,that's the reason i like your channel 死ぬまでに1回はBHCのプリンクルチキンとチーズボール食べてみたい。 Cheese is a real paradise and I'm hungry.🧀🤤",42426
4,나도Nado,2020-04-12,"🤍💛❤색깔 치즈볼 먹방 _ 뿌링치즈볼 치토스치즈볼 그리고 생크림 풀무원 앙크림치즈볼까지! :D  소녀 당신은 식사하면서 흰 옷을 입는 것이 정말 용감합니다. 8:55 완벽한 병아리 頼むから日本でもチーズボールをコンビニとかで売ってくれ… 3:32 ここのテンポすき 韓国語だからだろうけどチーズをチーヂュって言ってんのが超かわいい 12:06 ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 눈치챈 사람 있으면 레전드.. 저렇게 치즈볼 많이 놓고 먹는게 내 소원인데..ㅠㅠ I'm so jealous... I never had cheeseballs before😭 Don't you know? This cute girl already have a husband. こんなにいっぱいチーズボールが食べれるなんて日本人の私からしたら夢のよう…🥺 Who else wants to try these cheese balls too? 地方にもチーズボールやらチーズホットドクの店できてくれーー！！！！！！出来たら毎日通うからー！！！！！ i clicked so fast i fumbled the phone
still 35 minutes late いつも料理作る時旦那さんが側にいて話したり手伝ったりするのがもう素敵すぎて😢
仲良しで見てて幸せになります🤍 언니가 좋아하는 음식 먹었을때가 제일 보기 좋아요 日本でも冷凍のチーズボール売ってほしいな😊
色々なソース付けて食べるの美味しそうだね✨ チーズボール手作りできるけど、やっぱり本場のお店のが食べてみたい...めちゃ美味しそ😭😭 I wish I could speak another language 😭 4:24 대박이다ㅠㅠㅠ어케 저렇게 웃는게 귀엽지ㅠㅠ진짜 언니 먹방 볼때마다 햄스터같아서 너무 귀엽고 그냥 다 좋아요ㅠㅠ퓨ㅠㅠ난 진짜 이언니를 왜 늦게 안걸까ㅠㅠㅠ언니 사랑해요ㅠㅠ 今日はイライラな日だったけどこれみたらなんか落ち着きました
ありがとうございます。  소녀 당신은 식사하면서 흰 옷을 입는 것이 정말 용감합니다. 8:55 완벽한 병아리 頼むから日本でもチーズボールをコンビニとかで売ってくれ… 3:32 ここのテンポすき 韓国語だからだろうけどチーズをチーヂュって言ってんのが超かわいい 12:06 ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 눈치챈 사람 있으면 레전드.. 저렇게 치즈볼 많이 놓고 먹는게 내 소원인데..ㅠㅠ I'm so jealous... I never had cheeseballs before😭 Don't you know? This cute girl already have a husband. こんなにいっぱいチーズボールが食べれるなんて日本人の私からしたら夢のよう…🥺 Who else wants to try these cheese balls too? 地方にもチーズボールやらチーズホットドクの店できてくれーー！！！！！！出来たら毎日通うからー！！！！！ i clicked so fast i fumbled the phone
still 35 minutes late いつも料理作る時旦那さんが側にいて話したり手伝ったりするのがもう素敵すぎて😢
仲良しで見てて幸せになります🤍 언니가 좋아하는 음식 먹었을때가 제일 보기 좋아요 日本でも冷凍のチーズボール売ってほしいな😊
色々なソース付けて食べるの美味しそうだね✨ チーズボール手作りできるけど、やっぱり本場のお店のが食べてみたい...めちゃ美味しそ😭😭 I wish I could speak another language 😭 4:24 대박이다ㅠㅠㅠ어케 저렇게 웃는게 귀엽지ㅠㅠ진짜 언니 먹방 볼때마다 햄스터같아서 너무 귀엽고 그냥 다 좋아요ㅠㅠ퓨ㅠㅠ난 진짜 이언니를 왜 늦게 안걸까ㅠㅠㅠ언니 사랑해요ㅠㅠ 今日はイライラな日だったけどこれみたらなんか落ち着きました
ありがとうございます。",39932
5,Jane ASMR 제인,2019-10-28,"ASMR CHEESE BALLS, HOT DOG CORN DOG, SAUSAGE 뿌링 치즈볼, 뿌링 핫도그, 뿌링 소떡 먹방 EATING SOUNDS  한국인이 보이지 않는군 한국인 소리 질러! Fun fact  0:58 뿌링핫도그 첫입
2:02 소스에 찍어서 뿌링핫도그
2:49 치킨 무 첫입
3:26 치즈볼 첫입 日本にもこれが売ってるお店できて欲しい 日本人の人(既読感覚で)👇👇 I've only had those Korean cheese balls once and they're so good!! Wish they were more widely available everywhere else 😋 4:01 소떡소떡 꼬치 목 찌리는거 아닌가요 ㅠㅠ 美味しそう😋🍴💕
チーズボール食べてみたいな‼

そして画面右側の串が首に当たりそうで 断食中ってこんなんが無性に見たくなる Who’s watching with an empty stomach 😭

👇🏼🙋🏻‍♂️ 音はほんとに好き
ただ最初の手を振ってる時間が長いと感じるのは私だけ？？早く食べて…！！ってなっちゃう 2:00 어 안돼 ;;; 소스야 떨어지지마 !!! ,, 휴 다행이다 🤦🏻‍♀️ ちょー！美味しそう❗ ホットドッグもチーズボール生地がもちもちしてそうで美味しそうすぎる( ´艸｀)♡ 0:59 Ppuring Hot Dog w/Cheese
2:50 Pickled Radish
3:27 Cheese Balls
5:30 Soda 6:58 꼬르륵 😅 Love all the food that Jane ASMR ate 😋😋 Oh my gosh everything looks so amazing 😍 I wonder how those are made? I’d love to learn how to make them. Why bring something like that ? I got hungry in the middle of the night 😭❤️ Who was going to here bcuz the filter of thumbnail? Im dissapointed  한국인이 보이지 않는군 한국인 소리 질러! Fun fact  0:58 뿌링핫도그 첫입
2:02 소스에 찍어서 뿌링핫도그
2:49 치킨 무 첫입
3:26 치즈볼 첫입 日本にもこれが売ってるお店できて欲しい 日本人の人(既読感覚で)👇👇 I've only had those Korean cheese balls once and they're so good!! Wish they were more widely available everywhere else 😋 4:01 소떡소떡 꼬치 목 찌리는거 아닌가요 ㅠㅠ 美味しそう😋🍴💕
チーズボール食べてみたいな‼

そして画面右側の串が首に当たりそうで 断食中ってこんなんが無性に見たくなる Who’s watching with an empty stomach 😭

👇🏼🙋🏻‍♂️ 音はほんとに好き
ただ最初の手を振ってる時間が長いと感じるのは私だけ？？早く食べて…！！ってなっちゃう 2:00 어 안돼 ;;; 소스야 떨어지지마 !!! ,, 휴 다행이다 🤦🏻‍♀️ ちょー！美味しそう❗ ホットドッグもチーズボール生地がもちもちしてそうで美味しそうすぎる( ´艸｀)♡ 0:59 Ppuring Hot Dog w/Cheese
2:50 Pickled Radish
3:27 Cheese Balls
5:30 Soda 6:58 꼬르륵 😅 Love all the food that Jane ASMR ate 😋😋 Oh my gosh everything looks so amazing 😍 I wonder how those are made? I’d love to learn how to make them. Why bring something like that ? I got hungry in the middle of the night 😭❤️ Who was going to here bcuz the filter of thumbnail? Im dissapointed",35802
6,홍설 HONG SNOW,2020-06-04,"ASMR MUKBANG 뿌링뿌링 겉바속촉 강아지용 뿌링클 치즈볼 먹방 ~!! DHC KOREAN FRIED CHEESE BALL FOR DOGS EATING SOUNDS  이 분 펫푸드 브랜드 사업 하셨음 좋겠음.
홍설이 밥 만들어 주려구 영양학도 제대로 배우신 것 같던데☺ 아가 관리상태도 너무 좋아 보이고, 교감도 좋고. 무엇보다 홍설이 되게 똑똑함. 0:30초에 얼굴이랑 손뭐냐고..하 개커엽네 펜션놀러가서 삼겹살먹을때 옆에서 침 질질 흘리면서 쳐다본 백구가 된 기분이네..
잘살아있니..? 미안했다 0:54 계속 눌러보세유 ㅠㅠ 힐링 ㅠㅠ 00:40 설이 먹을준비 됐어?
           

            아~ 초면인데 제 시간을 이렇게나 많이 가져가시면 곤란합니다 신종 최면술인가요 영상보면서 한눈안판건 첨인데 제 심장에도 무리가왔어요 앞으로 잘부탁드려요 구독눌렀어요 did i just found my favourite mukbang ever?

yes i did 강아지 영상에서 갑자기 시비털고 주인 동물학대자 만드는놈들은 대체 뭐냐 ㄹㅇ 이분은 딱봐도 강아지를 아기처럼 예쁘게 맛있는것도먹이고 자기 애처럼 키우는게 보인다..왜 사람들이 먹는 치즈볼보다 펫치즈볼이 더 맛있어보이냐 주인 잘 맜났다 쫘식 아니 이거 ㄹㅇ 마약영상 진짜 저 쪼꼬만 입으로 저거먹겟다고...
아앙아아아아아ㅏㅇ귀야워ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ
ㅏㅏㅓㅓㅓ
댓글: 진짜 개 팔자가 상 팔자네 다음생엔 설이로 태어날게요 0:44 소리가 너무 귀여워... 제발 레시피 좀 알려주시면 안될까요ㅠㅠㅠ제가 본 치즈볼 중에 제일 맛있게 생겼어요ㅠㅠㅠㅠ제발...이거 몇번이나 봤는지 모르겠어요ㅠㅠㅠㅠ강쥐 음식 탐나기는 처음입니다...젭알... 강아지겁나!예쁘다 이정도면 개인척하는 인형아닌가....?내가 본 포메중에 젤 이쁘게생김... 와 어떠케 저렇게 사랑스럽지? 주인 좋은점만 닮아가지구..  ㅋㅋㅋㅋㅋㅋㅋ 뭐야 ㅋㅋㅋ 왜케 깔끔하게 맛있게 먹는거야 ㅋㅋㅋㅋㅋㅋㅋ진짜 개 웃기넹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  이 분 펫푸드 브랜드 사업 하셨음 좋겠음.
홍설이 밥 만들어 주려구 영양학도 제대로 배우신 것 같던데☺ 아가 관리상태도 너무 좋아 보이고, 교감도 좋고. 무엇보다 홍설이 되게 똑똑함. 0:30초에 얼굴이랑 손뭐냐고..하 개커엽네 펜션놀러가서 삼겹살먹을때 옆에서 침 질질 흘리면서 쳐다본 백구가 된 기분이네..
잘살아있니..? 미안했다 0:54 계속 눌러보세유 ㅠㅠ 힐링 ㅠㅠ 00:40 설이 먹을준비 됐어?
           

            아~ 초면인데 제 시간을 이렇게나 많이 가져가시면 곤란합니다 신종 최면술인가요 영상보면서 한눈안판건 첨인데 제 심장에도 무리가왔어요 앞으로 잘부탁드려요 구독눌렀어요 did i just found my favourite mukbang ever?

yes i did 강아지 영상에서 갑자기 시비털고 주인 동물학대자 만드는놈들은 대체 뭐냐 ㄹㅇ 이분은 딱봐도 강아지를 아기처럼 예쁘게 맛있는것도먹이고 자기 애처럼 키우는게 보인다..왜 사람들이 먹는 치즈볼보다 펫치즈볼이 더 맛있어보이냐 주인 잘 맜났다 쫘식 아니 이거 ㄹㅇ 마약영상 진짜 저 쪼꼬만 입으로 저거먹겟다고...
아앙아아아아아ㅏㅇ귀야워ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ
ㅏㅏㅓㅓㅓ
댓글: 진짜 개 팔자가 상 팔자네 다음생엔 설이로 태어날게요 0:44 소리가 너무 귀여워... 제발 레시피 좀 알려주시면 안될까요ㅠㅠㅠ제가 본 치즈볼 중에 제일 맛있게 생겼어요ㅠㅠㅠㅠ제발...이거 몇번이나 봤는지 모르겠어요ㅠㅠㅠㅠ강쥐 음식 탐나기는 처음입니다...젭알... 강아지겁나!예쁘다 이정도면 개인척하는 인형아닌가....?내가 본 포메중에 젤 이쁘게생김... 와 어떠케 저렇게 사랑스럽지? 주인 좋은점만 닮아가지구..  ㅋㅋㅋㅋㅋㅋㅋ 뭐야 ㅋㅋㅋ 왜케 깔끔하게 맛있게 먹는거야 ㅋㅋㅋㅋㅋㅋㅋ진짜 개 웃기넹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",30008
